target,file_abs_path,check_id,check_name,severity,resource,guideline,error,stderr
d:\\CloudGuardAI\iac_subset\redhwannacef_youtube-tutorials,d:\CloudGuardAI\iac_subset\redhwannacef_youtube-tutorials\quarkus-tutorial\src\main\docker\Dockerfile.fast-jar,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/quarkus-tutorial\src\main\docker\Dockerfile.fast-jar.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\\CloudGuardAI\iac_subset\redhwannacef_youtube-tutorials,d:\CloudGuardAI\iac_subset\redhwannacef_youtube-tutorials\quarkus-tutorial\src\main\docker\Dockerfile.native,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/quarkus-tutorial\src\main\docker\Dockerfile.native.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\\CloudGuardAI\iac_subset\redhwannacef_youtube-tutorials,d:\CloudGuardAI\iac_subset\redhwannacef_youtube-tutorials\quarkus-tutorial\src\main\docker\Dockerfile.jvm,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/quarkus-tutorial\src\main\docker\Dockerfile.jvm.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike\src\CrazyBike.Shipper\Dockerfile.shipper,CKV_DOCKER_7,Ensure the base image uses a non latest version tag,,/src\CrazyBike.Shipper\Dockerfile.shipper.FROM,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-the-base-image-uses-a-non-latest-version-tag,,
d:\\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike\src\CrazyBike.Shipper\Dockerfile.shipper,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/src\CrazyBike.Shipper\Dockerfile.shipper.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike\src\CrazyBike.Shipper\Dockerfile.shipper,CKV_DOCKER_3,Ensure that a user for the container has been created,,/src\CrazyBike.Shipper\Dockerfile.shipper.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike\src\CrazyBike.Buy\Dockerfile.buy,CKV_DOCKER_7,Ensure the base image uses a non latest version tag,,/src\CrazyBike.Buy\Dockerfile.buy.FROM,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-the-base-image-uses-a-non-latest-version-tag,,
d:\\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike\src\CrazyBike.Buy\Dockerfile.buy,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/src\CrazyBike.Buy\Dockerfile.buy.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike\src\CrazyBike.Buy\Dockerfile.buy,CKV_DOCKER_3,Ensure that a user for the container has been created,,/src\CrazyBike.Buy\Dockerfile.buy.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike\src\CrazyBike.Assembler\Dockerfile.assembler,CKV_DOCKER_7,Ensure the base image uses a non latest version tag,,/src\CrazyBike.Assembler\Dockerfile.assembler.FROM,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-the-base-image-uses-a-non-latest-version-tag,,
d:\\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike\src\CrazyBike.Assembler\Dockerfile.assembler,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/src\CrazyBike.Assembler\Dockerfile.assembler.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike\src\CrazyBike.Assembler\Dockerfile.assembler,CKV_DOCKER_3,Ensure that a user for the container has been created,,/src\CrazyBike.Assembler\Dockerfile.assembler.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\\CloudGuardAI\iac_subset\lordabhi1_cdk-for-terraform,checkov_exit_2,"2025-10-01 12:22:24,875 [MainThread  ] [ERROR]  Exception traceback:
Traceback (most recent call last):
  File ""C:\Users\chava\AppData\Roaming\Python\Python311\site-packages\checkov\main.py"", line 532",,,,,,
d:\\CloudGuardAI\iac_subset\neilkuan_cdk-terraform-aws-ecs-fargate,checkov_exit_3221225786,^C,,,,,,
d:\\CloudGuardAI\iac_subset\ksivamuthu_eks-pulumi-demo,json_parse_error: Expecting value: line 1 column 1 (char 0),,,,,,,
d:\\CloudGuardAI\iac_subset\koffe0522_cdktf-templates,checkov_exit_3221225786,^C,,,,,,
d:\\CloudGuardAI\iac_subset\kmkatsma_pulumi-az-xwalk,checkov_exit_3221225786,^C,,,,,,
d:\\CloudGuardAI\iac_subset\lordabhi1_cdk-for-terraform,checkov_exit_2,"2025-10-01 12:50:54,798 [MainThread  ] [ERROR]  Exception traceback:
Traceback (most recent call last):
  File ""C:\Users\chava\AppData\Roaming\Python\Python311\site-packages\checkov\main.py"", line 532",,,,,,
d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\src\CrazyBike.Shipper\Dockerfile.shipper,CKV_DOCKER_7,Ensure the base image uses a non latest version tag,,/src\CrazyBike.Shipper\Dockerfile.shipper.FROM,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-the-base-image-uses-a-non-latest-version-tag,,
d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\src\CrazyBike.Shipper\Dockerfile.shipper,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/src\CrazyBike.Shipper\Dockerfile.shipper.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\src\CrazyBike.Shipper\Dockerfile.shipper,CKV_DOCKER_3,Ensure that a user for the container has been created,,/src\CrazyBike.Shipper\Dockerfile.shipper.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\src\CrazyBike.Buy\Dockerfile.buy,CKV_DOCKER_7,Ensure the base image uses a non latest version tag,,/src\CrazyBike.Buy\Dockerfile.buy.FROM,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-the-base-image-uses-a-non-latest-version-tag,,
d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\src\CrazyBike.Buy\Dockerfile.buy,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/src\CrazyBike.Buy\Dockerfile.buy.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\src\CrazyBike.Buy\Dockerfile.buy,CKV_DOCKER_3,Ensure that a user for the container has been created,,/src\CrazyBike.Buy\Dockerfile.buy.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\src\CrazyBike.Assembler\Dockerfile.assembler,CKV_DOCKER_7,Ensure the base image uses a non latest version tag,,/src\CrazyBike.Assembler\Dockerfile.assembler.FROM,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-the-base-image-uses-a-non-latest-version-tag,,
d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\src\CrazyBike.Assembler\Dockerfile.assembler,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/src\CrazyBike.Assembler\Dockerfile.assembler.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\CloudGuardAI\iac_subset\andrekiba_CrazyBike,d:\src\CrazyBike.Assembler\Dockerfile.assembler,CKV_DOCKER_3,Ensure that a user for the container has been created,,/src\CrazyBike.Assembler\Dockerfile.assembler.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\CloudGuardAI\iac_subset\andrekiba_FantasticBike,,,,,,,,
d:\CloudGuardAI\iac_subset\Bharathkumarraju_gcp_for_fun,,,,,,,,
d:\CloudGuardAI\iac_subset\chrisguest75_terraform_examples,,,,,,,,
d:\CloudGuardAI\iac_subset\andrekiba_FantasticBike,,,,,,,,
d:\CloudGuardAI\iac_subset\Bharathkumarraju_gcp_for_fun,,,,,,,,
d:\CloudGuardAI\iac_subset\chrisguest75_terraform_examples,,,,,,,,
d:\CloudGuardAI\iac_subset\codegram_regalocal,,,,,,,,
d:\CloudGuardAI\iac_subset\DanielMSchmidt_cdktf-multi-stack-tfe,,,,,,,,
d:\CloudGuardAI\iac_subset\decentraland_documentation,,,,,,,,
d:\CloudGuardAI\iac_subset\dirien_digitalocean-kubernetes-challenge,,,,,,,,
d:\CloudGuardAI\iac_subset\goldoneen_nft-marketplace,,,,,,,,
d:\CloudGuardAI\iac_subset\krsche_scratchpad,,,,,,,,
d:\CloudGuardAI\iac_subset\L03TJ3_gd-gc-hc,,,,,,,,
d:\CloudGuardAI\iac_subset\lindydonna_velocity-examples,,,,,,,,
d:\CloudGuardAI\iac_subset\mastoj_sweetspot,,,,,,,,
d:\CloudGuardAI\iac_subset\Othello1111_Decentralized_Internet,,,,,,,,
d:\CloudGuardAI\iac_subset\ptavoni_forgeops,,,,,,,,
d:\CloudGuardAI\iac_subset\pulumi_automation-api-examples,,,,,,,,
d:\CloudGuardAI\iac_subset\pulumi_pulumi-snowflake,,,,,,,,
d:\CloudGuardAI\iac_subset\pulumi_pulumi-yaml,,,,,,,,
d:\CloudGuardAI\iac_subset\redhwannacef_youtube-tutorials,,,,,,,,
d:\CloudGuardAI\iac_subset\ringge_DevSecOps,,,,,,,,
d:\CloudGuardAI\iac_subset\sammck_cloud-dev-box,,,,,,,,
d:\CloudGuardAI\iac_subset\shraddhamkandpal_healthrecord-verifier,,,,,,,,
d:\CloudGuardAI\iac_subset\uncefact_project-traceability,,,,,,,,
d:\CloudGuardAI\iac_subset\Vake93_cca.server,,,,,,,,
d:\CloudGuardAI\iac_subset\wgarcia79_pulumi-aws,,,,,,,,
d:\CloudGuardAI\iac_repos\abatilo_grpc-timeout-repro,,,,,,,,
d:\CloudGuardAI\iac_repos\adekoyadapo_managed-k8s,,,,,,,,
d:\CloudGuardAI\iac_repos\AI2Incubator_AI2I_streamlitapp,,,,,,,,
d:\CloudGuardAI\iac_repos\Aletrevi_Postchain,,,,,,,,
d:\CloudGuardAI\iac_repos\andrekiba_CrazyBike,d:\src\CrazyBike.Shipper\Dockerfile.shipper,CKV_DOCKER_7,Ensure the base image uses a non latest version tag,,/src\CrazyBike.Shipper\Dockerfile.shipper.FROM,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-the-base-image-uses-a-non-latest-version-tag,,
d:\CloudGuardAI\iac_repos\andrekiba_CrazyBike,d:\src\CrazyBike.Shipper\Dockerfile.shipper,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/src\CrazyBike.Shipper\Dockerfile.shipper.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\CloudGuardAI\iac_repos\andrekiba_CrazyBike,d:\src\CrazyBike.Shipper\Dockerfile.shipper,CKV_DOCKER_3,Ensure that a user for the container has been created,,/src\CrazyBike.Shipper\Dockerfile.shipper.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\CloudGuardAI\iac_repos\andrekiba_CrazyBike,d:\src\CrazyBike.Assembler\Dockerfile.assembler,CKV_DOCKER_7,Ensure the base image uses a non latest version tag,,/src\CrazyBike.Assembler\Dockerfile.assembler.FROM,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-the-base-image-uses-a-non-latest-version-tag,,
d:\CloudGuardAI\iac_repos\andrekiba_CrazyBike,d:\src\CrazyBike.Assembler\Dockerfile.assembler,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/src\CrazyBike.Assembler\Dockerfile.assembler.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\CloudGuardAI\iac_repos\andrekiba_CrazyBike,d:\src\CrazyBike.Assembler\Dockerfile.assembler,CKV_DOCKER_3,Ensure that a user for the container has been created,,/src\CrazyBike.Assembler\Dockerfile.assembler.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\CloudGuardAI\iac_repos\andrekiba_CrazyBike,d:\src\CrazyBike.Buy\Dockerfile.buy,CKV_DOCKER_7,Ensure the base image uses a non latest version tag,,/src\CrazyBike.Buy\Dockerfile.buy.FROM,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-the-base-image-uses-a-non-latest-version-tag,,
d:\CloudGuardAI\iac_repos\andrekiba_CrazyBike,d:\src\CrazyBike.Buy\Dockerfile.buy,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/src\CrazyBike.Buy\Dockerfile.buy.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\CloudGuardAI\iac_repos\andrekiba_CrazyBike,d:\src\CrazyBike.Buy\Dockerfile.buy,CKV_DOCKER_3,Ensure that a user for the container has been created,,/src\CrazyBike.Buy\Dockerfile.buy.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\CloudGuardAI\iac_repos\andrekiba_FantasticBike,,,,,,,,
d:\CloudGuardAI\iac_repos\bencematyasi_nginx-aws-demo,,,,,,,,
d:\CloudGuardAI\iac_repos\Bharathkumarraju_gcp_for_fun,,,,,,,,
d:\CloudGuardAI\iac_repos\blakegreendev_pulumi-lambda-workshop,,,,,,,,
d:\CloudGuardAI\iac_repos\BoredTweak_Miscellaneous,,,,,,,,
d:\CloudGuardAI\iac_repos\CerusBots_website,d:\Dockerfile.dev,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/Dockerfile.dev.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\CloudGuardAI\iac_repos\CerusBots_website,d:\Dockerfile.dev,CKV_DOCKER_3,Ensure that a user for the container has been created,,/Dockerfile.dev.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\CloudGuardAI\iac_repos\CharlieDigital_dn6-mongo-react-valtio,,,,,,,,
d:\CloudGuardAI\iac_repos\chrisguest75_terraform_examples,,,,,,,,
d:\CloudGuardAI\iac_repos\cloudreach_urly-wurly,,,,,,,,
d:\CloudGuardAI\iac_repos\cobraz_pulumi-wordpress,,,,,,,,
d:\CloudGuardAI\iac_repos\codegram_dashy,,,,,,,,
d:\CloudGuardAI\iac_repos\codegram_regalocal,,,,,,,,
d:\CloudGuardAI\iac_repos\cpayret-KDM_KDM_API,,,,,,,,
d:\CloudGuardAI\iac_repos\dailydotdev_daily-monetization,,,,,,,,
d:\CloudGuardAI\iac_repos\DanielMSchmidt_cdktf-multi-stack-tfe,,,,,,,,
d:\CloudGuardAI\iac_repos\DavidLeong98_pulumi,,,,,,,,
d:\CloudGuardAI\iac_repos\davidNHK_project-bootstrap,,,,,,,,
d:\CloudGuardAI\iac_repos\decentraland_documentation,,,,,,,,
d:\CloudGuardAI\iac_repos\demiban_pulumi-localstack-lambda-example,,,,,,,,
d:\CloudGuardAI\iac_repos\dirien_digitalocean-kubernetes-challenge,,,,,,,,
d:\CloudGuardAI\iac_repos\elbetasal_app-playground,,,,,,,,
d:\CloudGuardAI\iac_repos\epomatti_az-static-webapps-pulumi,,,,,,,,
d:\CloudGuardAI\iac_repos\ever-co_dev-pulumi,,,,,,,,
d:\CloudGuardAI\iac_repos\fuluteam_honeycomb,,,,,,,,
d:\CloudGuardAI\iac_repos\gbaeke_pulumi-samples,,,,,,,,
d:\CloudGuardAI\iac_repos\gkonc001_pulumi-python-pmi,,,,,,,,
d:\CloudGuardAI\iac_repos\go-sari_sari,,,,,,,,
d:\CloudGuardAI\iac_repos\gobengo_activitypub.com,,,,,,,,
d:\CloudGuardAI\iac_repos\goldoneen_nft-marketplace,,,,,,,,
d:\CloudGuardAI\iac_repos\hashicorp_cdktf-provider-random,,,,,,,,
d:\CloudGuardAI\iac_repos\iac-factory_gitlab-runner-cdktf,,,,,,,,
d:\CloudGuardAI\iac_repos\janfabian_offtopic-slack-bot,,,,,,,,
d:\CloudGuardAI\iac_repos\jdwelch_examples,,,,,,,,
d:\CloudGuardAI\iac_repos\jeanpaulsmit_blog-posts,,,,,,,,
d:\CloudGuardAI\iac_repos\jforge_iac-samples,,,,,,,,
d:\CloudGuardAI\iac_repos\jguadagno_jjgnet-broadcast,,,,,,,,
d:\CloudGuardAI\iac_repos\L03TJ3_gd-gc-hc,,,,,,,,
d:\CloudGuardAI\iac_repos\korosuke613_playground,,,,,,,,
d:\CloudGuardAI\iac_repos\Kurabu-chan_Kurabu,,,,,,,,
d:\CloudGuardAI\iac_repos\LachlanStevens_UntitledStack-3,,,,,,,,
d:\CloudGuardAI\iac_repos\krsche_scratchpad,,,,,,,,
d:\CloudGuardAI\iac_repos\lindydonna_velocity-examples,,,,,,,,
d:\CloudGuardAI\iac_repos\luizhlelis_auth0-IaC,d:\src\Dockerfile.terraform,CKV_DOCKER_7,Ensure the base image uses a non latest version tag,,/src\Dockerfile.terraform.FROM,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-the-base-image-uses-a-non-latest-version-tag,,
d:\CloudGuardAI\iac_repos\luizhlelis_auth0-IaC,d:\src\Dockerfile.terraform,CKV_DOCKER_9,Ensure that APT isn't used,,/src\Dockerfile.terraform.RUN,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-docker-apt-is-not-used,,
d:\CloudGuardAI\iac_repos\luizhlelis_auth0-IaC,d:\src\Dockerfile.terraform,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/src\Dockerfile.terraform.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\CloudGuardAI\iac_repos\luizhlelis_auth0-IaC,d:\src\Dockerfile.terraform,CKV_DOCKER_3,Ensure that a user for the container has been created,,/src\Dockerfile.terraform.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\CloudGuardAI\iac_repos\luizhlelis_auth0-IaC,d:\src\Dockerfile.auth0-cli,CKV_DOCKER_2,Ensure that HEALTHCHECK instructions have been added to container images,,/src\Dockerfile.auth0-cli.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-healthcheck-instructions-have-been-added-to-container-images,,
d:\CloudGuardAI\iac_repos\luizhlelis_auth0-IaC,d:\src\Dockerfile.auth0-cli,CKV_DOCKER_3,Ensure that a user for the container has been created,,/src\Dockerfile.auth0-cli.,https://docs.prismacloud.io/en/enterprise-edition/policy-reference/docker-policies/docker-policy-index/ensure-that-a-user-for-the-container-has-been-created,,
d:\CloudGuardAI\iac_repos\Lonero-Team_Decentralized-Internet,,,,,,,,
d:\CloudGuardAI\iac_repos\macneib_cicd,,,,,,,,
d:\CloudGuardAI\iac_repos\lwooden_sample-node-api-service,,,,,,,,
d:\CloudGuardAI\iac_repos\mastoj_sweetspot,,,,,,,,
d:\CloudGuardAI\iac_repos\Mauwii_azure-pipelines-with-github-repo,,,,,,,,
d:\CloudGuardAI\iac_repos\Mattaparthi321_my-teraform-code,,,,,,,,
d:\CloudGuardAI\iac_repos\noemiko_iac_examples,,,,,,,,
d:\CloudGuardAI\iac_repos\mitodl_ol-infrastructure,,,,,,,,
